instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5
8,1206,1170,0.6,1.0,9,633,9,28,80,90,45
8,1206,1170,0.6,1.0,10,746,62,84,6,18,89
8,1206,1170,0.6,1.0,11,23,86,30,92,33,11
8,1206,1170,0.6,1.0,12,1021,13,35,14,10,54
8,1206,1170,0.6,1.0,13,877,78,42,83,59,38
8,1206,1170,0.6,1.0,14,224,46,39,49,92,41
8,1206,1170,0.6,1.0,15,192,83,85,36,15,64
8,1206,1170,0.6,1.0,16,194,52,34,38,77,98
8,1206,1170,0.6,1.0,17,321,13,36,43,31,83
8,1206,1170,0.6,1.0,18,553,70,9,89,85,36
8,1206,1170,0.6,1.0,19,455,40,96,94,85,61
8,1206,1170,0.6,1.0,20,307,60,84,33,99,19
8,1206,1170,0.8,0.2,1,205,34,5,86,28,8
8,1206,1170,0.8,0.2,2,339,20,48,35,39,91
8,1206,1170,0.8,0.2,3,288,57,80,5,55,45
8,1206,1170,0.8,0.2,4,257,47,43,93,21,55
8,1206,1170,0.8,0.2,5,154,62,34,74,25,75
8,1206,1170,0.8,0.2,6,154,40,2,12,88,18
8,1206,1170,0.8,0.2,7,131,74,87,40,59,59
8,1206,1170,0.8,0.2,8,320,94,68,95,40,86
8,1206,1170,0.8,0.2,9,258,9,28,80,90,45
8,1206,1170,0.8,0.2,10,283,62,84,6,18,89
8,1206,1170,0.8,0.2,11,122,86,30,92,33,11
8,1206,1170,0.8,0.2,12,344,13,35,14,10,54
8,1206,1170,0.8,0.2,13,312,78,42,83,59,38
8,1206,1170,0.8,0.2,14,167,46,39,49,92,41
8,1206,1170,0.8,0.2,15,160,83,85,36,15,64
8,1206,1170,0.8,0.2,16,160,52,34,38,77,98
8,1206,1170,0.8,0.2,17,188,13,36,43,31,83
8,1206,1170,0.8,0.2,18,240,70,9,89,85,36
8,1206,1170,0.8,0.2,19,218,40,96,94,85,61
8,1206,1170,0.8,0.2,20,185,60,84,33,99,19
8,1206,1170,0.8,0.6,1,220,34,5,86,28,8
8,1206,1170,0.8,0.6,2,556,20,48,35,39,91
8,1206,1170,0.8,0.6,3,428,57,80,5,55,45
8,1206,1170,0.8,0.6,4,351,47,43,93,21,55
8,1206,1170,0.8,0.6,5,92,62,34,74,25,75
8,1206,1170,0.8,0.6,6,92,40,2,12,88,18
8,1206,1170,0.8,0.6,7,35,74,87,40,59,59
8,1206,1170,0.8,0.6,8,507,94,68,95,40,86
8,1206,1170,0.8,0.6,9,352,9,28,80,90,45
8,1206,1170,0.8,0.6,10,415,62,84,6,18,89
8,1206,1170,0.8,0.6,11,13,86,30,92,33,11
8,1206,1170,0.8,0.6,12,567,13,35,14,10,54
8,1206,1170,0.8,0.6,13,487,78,42,83,59,38
8,1206,1170,0.8,0.6,14,125,46,39,49,92,41
8,1206,1170,0.8,0.6,15,107,83,85,36,15,64
8,1206,1170,0.8,0.6,16,108,52,34,38,77,98
8,1206,1170,0.8,0.6,17,179,13,36,43,31,83
8,1206,1170,0.8,0.6,18,307,70,9,89,85,36
8,1206,1170,0.8,0.6,19,253,40,96,94,85,61
8,1206,1170,0.8,0.6,20,171,60,84,33,99,19
8,1206,1170,0.8,1.0,1,307,34,5,86,28,8
8,1206,1170,0.8,1.0,2,779,20,48,35,39,91
8,1206,1170,0.8,1.0,3,600,57,80,5,55,45
8,1206,1170,0.8,1.0,4,491,47,43,93,21,55
8,1206,1170,0.8,1.0,5,129,62,34,74,25,75
8,1206,1170,0.8,1.0,6,129,40,2,12,88,18
8,1206,1170,0.8,1.0,7,49,74,87,40,59,59
8,1206,1170,0.8,1.0,8,710,94,68,95,40,86
8,1206,1170,0.8,1.0,9,493,9,28,80,90,45
8,1206,1170,0.8,1.0,10,580,62,84,6,18,89
8,1206,1170,0.8,1.0,11,18,86,30,92,33,11
8,1206,1170,0.8,1.0,12,794,13,35,14,10,54
8,1206,1170,0.8,1.0,13,682,78,42,83,59,38
8,1206,1170,0.8,1.0,14,175,46,39,49,92,41
8,1206,1170,0.8,1.0,15,150,83,85,36,15,64
8,1206,1170,0.8,1.0,16,151,52,34,38,77,98
8,1206,1170,0.8,1.0,17,250,13,36,43,31,83
8,1206,1170,0.8,1.0,18,430,70,9,89,85,36
8,1206,1170,0.8,1.0,19,354,40,96,94,85,61
8,1206,1170,0.8,1.0,20,239,60,84,33,99,19
9,1230,1206,0.2,0.2,1,935,37,59,65,70,94
9,1230,1206,0.2,0.2,2,1074,36,16,94,3,98
9,1230,1206,0.2,0.2,3,1021,1,90,96,43,63
9,1230,1206,0.2,0.2,4,989,4,3,47,14,83
9,1230,1206,0.2,0.2,5,882,64,76,35,26,19
9,1230,1206,0.2,0.2,6,882,74,74,34,83,79
9,1230,1206,0.2,0.2,7,858,32,22,84,26,54
9,1230,1206,0.2,0.2,8,1053,67,30,3,65,78
9,1230,1206,0.2,0.2,9,989,73,89,60,47,29
9,1230,1206,0.2,0.2,10,1015,7,61,34,94,8
9,1230,1206,0.2,0.2,11,849,78,39,70,75,38
9,1230,1206,0.2,0.2,12,1078,64,15,57,30,97
9,1230,1206,0.2,0.2,13,1045,98,69,8,1,61
9,1230,1206,0.2,0.2,14,895,60,57,74,71,10
9,1230,1206,0.2,0.2,15,888,89,9,13,46,37
9,1230,1206,0.2,0.2,16,888,49,13,37,87,16
9,1230,1206,0.2,0.2,17,918,2,71,87,78,78
9,1230,1206,0.2,0.2,18,971,79,2,71,76,96
9,1230,1206,0.2,0.2,19,948,79,34,89,75,9
9,1230,1206,0.2,0.2,20,914,53,49,57,55,91
9,1230,1206,0.2,0.6,1,874,37,59,65,70,94
9,1230,1206,0.2,0.6,2,1291,36,16,94,3,98
9,1230,1206,0.2,0.6,3,1133,1,90,96,43,63
9,1230,1206,0.2,0.6,4,1036,4,3,47,14,83
9,1230,1206,0.2,0.6,5,716,64,76,35,26,19
9,1230,1206,0.2,0.6,6,716,74,74,34,83,79
9,1230,1206,0.2,0.6,7,645,32,22,84,26,54
9,1230,1206,0.2,0.6,8,1230,67,30,3,65,78
9,1230,1206,0.2,0.6,9,1038,73,89,60,47,29
9,1230,1206,0.2,0.6,10,1115,7,61,34,94,8
9,1230,1206,0.2,0.6,11,618,78,39,70,75,38
9,1230,1206,0.2,0.6,12,1305,64,15,57,30,97
9,1230,1206,0.2,0.6,13,1205,98,69,8,1,61
9,1230,1206,0.2,0.6,14,757,60,57,74,71,10
9,1230,1206,0.2,0.6,15,735,89,9,13,46,37
9,1230,1206,0.2,0.6,16,736,49,13,37,87,16
9,1230,1206,0.2,0.6,17,823,2,71,87,78,78
9,1230,1206,0.2,0.6,18,983,79,2,71,76,96
9,1230,1206,0.2,0.6,19,916,79,34,89,75,9
9,1230,1206,0.2,0.6,20,814,53,49,57,55,91
9,1230,1206,0.2,1.0,1,813,37,59,65,70,94
9,1230,1206,0.2,1.0,2,1508,36,16,94,3,98
9,1230,1206,0.2,1.0,3,1245,1,90,96,43,63
9,1230,1206,0.2,1.0,4,1084,4,3,47,14,83
9,1230,1206,0.2,1.0,5,550,64,76,35,26,19
9,1230,1206,0.2,1.0,6,550,74,74,34,83,79
9,1230,1206,0.2,1.0,7,432,32,22,84,26,54
9,1230,1206,0.2,1.0,8,1406,67,30,3,65,78
9,1230,1206,0.2,1.0,9,1087,73,89,60,47,29
9,1230,1206,0.2,1.0,10,1216,7,61,34,94,8
9,1230,1206,0.2,1.0,11,387,78,39,70,75,38
9,1230,1206,0.2,1.0,12,1532,64,15,57,30,97
9,1230,1206,0.2,1.0,13,1366,98,69,8,1,61
9,1230,1206,0.2,1.0,14,618,60,57,74,71,10
9,1230,1206,0.2,1.0,15,581,89,9,13,46,37
9,1230,1206,0.2,1.0,16,583,49,13,37,87,16
9,1230,1206,0.2,1.0,17,729,2,71,87,78,78
9,1230,1206,0.2,1.0,18,995,79,2,71,76,96
9,1230,1206,0.2,1.0,19,883,79,34,89,75,9
9,1230,1206,0.2,1.0,20,713,53,49,57,55,91
9,1230,1206,0.4,0.2,1,693,37,59,65,70,94
9,1230,1206,0.4,0.2,2,832,36,16,94,3,98
9,1230,1206,0.4,0.2,3,780,1,90,96,43,63
9,1230,1206,0.4,0.2,4,747,4,3,47,14,83
9,1230,1206,0.4,0.2,5,641,64,76,35,26,19
9,1230,1206,0.4,0.2,6,641,74,74,34,83,79
9,1230,1206,0.4,0.2,7,617,32,22,84,26,54
9,1230,1206,0.4,0.2,8,812,67,30,3,65,78
9,1230,1206,0.4,0.2,9,748,73,89,60,47,29
9,1230,1206,0.4,0.2,10,774,7,61,34,94,8
9,1230,1206,0.4,0.2,11,608,78,39,70,75,38
9,1230,1206,0.4,0.2,12,837,64,15,57,30,97
9,1230,1206,0.4,0.2,13,804,98,69,8,1,61
9,1230,1206,0.4,0.2,14,654,60,57,74,71,10
9,1230,1206,0.4,0.2,15,647,89,9,13,46,37
9,1230,1206,0.4,0.2,16,647,49,13,37,87,16
9,1230,1206,0.4,0.2,17,676,2,71,87,78,78
9,1230,1206,0.4,0.2,18,730,79,2,71,76,96
9,1230,1206,0.4,0.2,19,707,79,34,89,75,9
9,1230,1206,0.4,0.2,20,673,53,49,57,55,91
9,1230,1206,0.4,0.6,1,633,37,59,65,70,94
9,1230,1206,0.4,0.6,2,1050,36,16,94,3,98
9,1230,1206,0.4,0.6,3,891,1,90,96,43,63
9,1230,1206,0.4,0.6,4,795,4,3,47,14,83
9,1230,1206,0.4,0.6,5,475,64,76,35,26,19
9,1230,1206,0.4,0.6,6,475,74,74,34,83,79
9,1230,1206,0.4,0.6,7,404,32,22,84,26,54
9,1230,1206,0.4,0.6,8,989,67,30,3,65,78
9,1230,1206,0.4,0.6,9,797,73,89,60,47,29
9,1230,1206,0.4,0.6,10,874,7,61,34,94,8
9,1230,1206,0.4,0.6,11,377,78,39,70,75,38
9,1230,1206,0.4,0.6,12,1064,64,15,57,30,97
9,1230,1206,0.4,0.6,13,964,98,69,8,1,61
9,1230,1206,0.4,0.6,14,515,60,57,74,71,10
9,1230,1206,0.4,0.6,15,493,89,9,13,46,37
9,1230,1206,0.4,0.6,16,495,49,13,37,87,16
9,1230,1206,0.4,0.6,17,582,2,71,87,78,78
9,1230,1206,0.4,0.6,18,742,79,2,71,76,96
9,1230,1206,0.4,0.6,19,674,79,34,89,75,9
9,1230,1206,0.4,0.6,20,573,53,49,57,55,91
9,1230,1206,0.4,1.0,1,572,37,59,65,70,94
9,1230,1206,0.4,1.0,2,1267,36,16,94,3,98
9,1230,1206,0.4,1.0,3,1003,1,90,96,43,63
9,1230,1206,0.4,1.0,4,843,4,3,47,14,83
9,1230,1206,0.4,1.0,5,309,64,76,35,26,19
9,1230,1206,0.4,1.0,6,309,74,74,34,83,79
9,1230,1206,0.4,1.0,7,191,32,22,84,26,54
9,1230,1206,0.4,1.0,8,1165,67,30,3,65,78
9,1230,1206,0.4,1.0,9,846,73,89,60,47,29
9,1230,1206,0.4,1.0,10,975,7,61,34,94,8
9,1230,1206,0.4,1.0,11,145,78,39,70,75,38
9,1230,1206,0.4,1.0,12,1290,64,15,57,30,97
9,1230,1206,0.4,1.0,13,1125,98,69,8,1,61
9,1230,1206,0.4,1.0,14,377,60,57,74,71,10
9,1230,1206,0.4,1.0,15,340,89,9,13,46,37
9,1230,1206,0.4,1.0,16,342,49,13,37,87,16
9,1230,1206,0.4,1.0,17,488,2,71,87,78,78
9,1230,1206,0.4,1.0,18,753,79,2,71,76,96
9,1230,1206,0.4,1.0,19,642,79,34,89,75,9
9,1230,1206,0.4,1.0,20,472,53,49,57,55,91
9,1230,1206,0.6,0.2,1,452,37,59,65,70,94
9,1230,1206,0.6,0.2,2,591,36,16,94,3,98
9,1230,1206,0.6,0.2,3,538,1,90,96,43,63
9,1230,1206,0.6,0.2,4,506,4,3,47,14,83
9,1230,1206,0.6,0.2,5,399,64,76,35,26,19
9,1230,1206,0.6,0.2,6,399,74,74,34,83,79
9,1230,1206,0.6,0.2,7,376,32,22,84,26,54
9,1230,1206,0.6,0.2,8,571,67,30,3,65,78
9,1230,1206,0.6,0.2,9,507,73,89,60,47,29
9,1230,1206,0.6,0.2,10,533,7,61,34,94,8
9,1230,1206,0.6,0.2,11,367,78,39,70,75,38
9,1230,1206,0.6,0.2,12,596,64,15,57,30,97
9,1230,1206,0.6,0.2,13,563,98,69,8,1,61
9,1230,1206,0.6,0.2,14,413,60,57,74,71,10
9,1230,1206,0.6,0.2,15,406,89,9,13,46,37
9,1230,1206,0.6,0.2,16,406,49,13,37,87,16
9,1230,1206,0.6,0.2,17,435,2,71,87,78,78
9,1230,1206,0.6,0.2,18,488,79,2,71,76,96
9,1230,1206,0.6,0.2,19,466,79,34,89,75,9
9,1230,1206,0.6,0.2,20,432,53,49,57,55,91
9,1230,1206,0.6,0.6,1,392,37,59,65,70,94
9,1230,1206,0.6,0.6,2,809,36,16,94,3,98
9,1230,1206,0.6,0.6,3,650,1,90,96,43,63
9,1230,1206,0.6,0.6,4,554,4,3,47,14,83
9,1230,1206,0.6,0.6,5,233,64,76,35,26,19
9,1230,1206,0.6,0.6,6,233,74,74,34,83,79
9,1230,1206,0.6,0.6,7,163,32,22,84,26,54
9,1230,1206,0.6,0.6,8,747,67,30,3,65,78
9,1230,1206,0.6,0.6,9,556,73,89,60,47,29
9,1230,1206,0.6,0.6,10,633,7,61,34,94,8
9,1230,1206,0.6,0.6,11,135,78,39,70,75,38
9,1230,1206,0.6,0.6,12,822,64,15,57,30,97
9,1230,1206,0.6,0.6,13,723,98,69,8,1,61
9,1230,1206,0.6,0.6,14,274,60,57,74,71,10
9,1230,1206,0.6,0.6,15,252,89,9,13,46,37
9,1230,1206,0.6,0.6,16,253,49,13,37,87,16
9,1230,1206,0.6,0.6,17,341,2,71,87,78,78
9,1230,1206,0.6,0.6,18,500,79,2,71,76,96
9,1230,1206,0.6,0.6,19,433,79,34,89,75,9
9,1230,1206,0.6,0.6,20,331,53,49,57,55,91
9,1230,1206,0.6,1.0,1,407,37,59,65,70,94
9,1230,1206,0.6,1.0,2,1032,36,16,94,3,98
9,1230,1206,0.6,1.0,3,795,1,90,96,43,63
9,1230,1206,0.6,1.0,4,650,4,3,47,14,83
9,1230,1206,0.6,1.0,5,170,64,76,35,26,19
9,1230,1206,0.6,1.0,6,170,74,74,34,83,79
9,1230,1206,0.6,1.0,7,64,32,22,84,26,54
9,1230,1206,0.6,1.0,8,940,67,30,3,65,78
9,1230,1206,0.6,1.0,9,653,73,89,60,47,29
9,1230,1206,0.6,1.0,10,769,7,61,34,94,8
9,1230,1206,0.6,1.0,11,23,78,39,70,75,38
9,1230,1206,0.6,1.0,12,1053,64,15,57,30,97
9,1230,1206,0.6,1.0,13,904,98,69,8,1,61
9,1230,1206,0.6,1.0,14,231,60,57,74,71,10
9,1230,1206,0.6,1.0,15,198,89,9,13,46,37
9,1230,1206,0.6,1.0,16,200,49,13,37,87,16
9,1230,1206,0.6,1.0,17,331,2,71,87,78,78
9,1230,1206,0.6,1.0,18,570,79,2,71,76,96
9,1230,1206,0.6,1.0,19,469,79,34,89,75,9
9,1230,1206,0.6,1.0,20,317,53,49,57,55,91
9,1230,1206,0.8,0.2,1,211,37,59,65,70,94
9,1230,1206,0.8,0.2,2,350,36,16,94,3,98
9,1230,1206,0.8,0.2,3,297,1,90,96,43,63
9,1230,1206,0.8,0.2,4,265,4,3,47,14,83
9,1230,1206,0.8,0.2,5,158,64,76,35,26,19
9,1230,1206,0.8,0.2,6,158,74,74,34,83,79
9,1230,1206,0.8,0.2,7,135,32,22,84,26,54
9,1230,1206,0.8,0.2,8,330,67,30,3,65,78
9,1230,1206,0.8,0.2,9,266,73,89,60,47,29
9,1230,1206,0.8,0.2,10,291,7,61,34,94,8
9,1230,1206,0.8,0.2,11,126,78,39,70,75,38
9,1230,1206,0.8,0.2,12,355,64,15,57,30,97
9,1230,1206,0.8,0.2,13,321,98,69,8,1,61
9,1230,1206,0.8,0.2,14,172,60,57,74,71,10
9,1230,1206,0.8,0.2,15,164,89,9,13,46,37
9,1230,1206,0.8,0.2,16,165,49,13,37,87,16
9,1230,1206,0.8,0.2,17,194,2,71,87,78,78
9,1230,1206,0.8,0.2,18,247,79,2,71,76,96
9,1230,1206,0.8,0.2,19,225,79,34,89,75,9
9,1230,1206,0.8,0.2,20,191,53,49,57,55,91
9,1230,1206,0.8,0.6,1,226,37,59,65,70,94
9,1230,1206,0.8,0.6,2,573,36,16,94,3,98
9,1230,1206,0.8,0.6,3,442,1,90,96,43,63
9,1230,1206,0.8,0.6,4,361,4,3,47,14,83
9,1230,1206,0.8,0.6,5,95,64,76,35,26,19
9,1230,1206,0.8,0.6,6,95,74,74,34,83,79
9,1230,1206,0.8,0.6,7,36,32,22,84,26,54
9,1230,1206,0.8,0.6,8,522,67,30,3,65,78
9,1230,1206,0.8,0.6,9,363,73,89,60,47,29
9,1230,1206,0.8,0.6,10,427,7,61,34,94,8
9,1230,1206,0.8,0.6,11,13,78,39,70,75,38
9,1230,1206,0.8,0.6,12,585,64,15,57,30,97
9,1230,1206,0.8,0.6,13,502,98,69,8,1,61
9,1230,1206,0.8,0.6,14,129,60,57,74,71,10
9,1230,1206,0.8,0.6,15,110,89,9,13,46,37
9,1230,1206,0.8,0.6,16,111,49,13,37,87,16
9,1230,1206,0.8,0.6,17,184,2,71,87,78,78
9,1230,1206,0.8,0.6,18,317,79,2,71,76,96
9,1230,1206,0.8,0.6,19,261,79,34,89,75,9
9,1230,1206,0.8,0.6,20,176,53,49,57,55,91
9,1230,1206,0.8,1.0,1,317,37,59,65,70,94
9,1230,1206,0.8,1.0,2,803,36,16,94,3,98
9,1230,1206,0.8,1.0,3,618,1,90,96,43,63
9,1230,1206,0.8,1.0,4,506,4,3,47,14,83
9,1230,1206,0.8,1.0,5,133,64,76,35,26,19
9,1230,1206,0.8,1.0,6,133,74,74,34,83,79
9,1230,1206,0.8,1.0,7,50,32,22,84,26,54
9,1230,1206,0.8,1.0,8,731,67,30,3,65,78
9,1230,1206,0.8,1.0,9,508,73,89,60,47,29
9,1230,1206,0.8,1.0,10,598,7,61,34,94,8
9,1230,1206,0.8,1.0,11,18,78,39,70,75,38
9,1230,1206,0.8,1.0,12,819,64,15,57,30,97
9,1230,1206,0.8,1.0,13,703,98,69,8,1,61
9,1230,1206,0.8,1.0,14,180,60,57,74,71,10
9,1230,1206,0.8,1.0,15,154,89,9,13,46,37
9,1230,1206,0.8,1.0,16,156,49,13,37,87,16
9,1230,1206,0.8,1.0,17,258,2,71,87,78,78
9,1230,1206,0.8,1.0,18,443,79,2,71,76,96
9,1230,1206,0.8,1.0,19,365,79,34,89,75,9
9,1230,1206,0.8,1.0,20,247,53,49,57,55,91
10,1108,1082,0.2,0.2,1,838,27,79,22,93,38
10,1108,1082,0.2,0.2,2,963,92,23,93,22,84
10,1108,1082,0.2,0.2,3,916,75,66,62,64,62
10,1108,1082,0.2,0.2,4,887,94,5,53,81,10
10,1108,1082,0.2,0.2,5,791,18,15,30,94,11
10,1108,1082,0.2,0.2,6,791,41,51,34,97,93
10,1108,1082,0.2,0.2,7,770,37,2,27,54,57
10,1108,1082,0.2,0.2,8,945,58,81,30,82,81
10,1108,1082,0.2,0.2,9,887,56,12,54,11,10
10,1108,1082,0.2,0.2,10,911,20,40,77,91,40
10,1108,1082,0.2,0.2,11,762,2,59,24,23,62
10,1108,1082,0.2,0.2,12,967,39,32,47,32,49
10,1108,1082,0.2,0.2,13,938,91,16,39,26,90
10,1108,1082,0.2,0.2,14,803,81,87,66,22,34
10,1108,1082,0.2,0.2,15,797,33,78,41,12,11
10,1108,1082,0.2,0.2,16,797,14,41,46,23,81
10,1108,1082,0.2,0.2,17,823,88,43,24,34,51
10,1108,1082,0.2,0.2,18,871,22,94,23,87,21
10,1108,1082,0.2,0.2,19,851,36,1,68,59,39
10,1108,1082,0.2,0.2,20,820,65,93,50,2,27
10,1108,1082,0.2,0.6,1,784,27,79,22,93,38
10,1108,1082,0.2,0.6,2,1158,92,23,93,22,84
10,1108,1082,0.2,0.6,3,1016,75,66,62,64,62
10,1108,1082,0.2,0.6,4,930,94,5,53,81,10
10,1108,1082,0.2,0.6,5,642,18,15,30,94,11
10,1108,1082,0.2,0.6,6,642,41,51,34,97,93
10,1108,1082,0.2,0.6,7,579,37,2,27,54,57
10,1108,1082,0.2,0.6,8,1103,58,81,30,82,81
10,1108,1082,0.2,0.6,9,931,56,12,54,11,10
10,1108,1082,0.2,0.6,10,1001,20,40,77,91,40
10,1108,1082,0.2,0.6,11,554,2,59,24,23,62
10,1108,1082,0.2,0.6,12,1171,39,32,47,32,49
10,1108,1082,0.2,0.6,13,1081,91,16,39,26,90
10,1108,1082,0.2,0.6,14,679,81,87,66,22,34
10,1108,1082,0.2,0.6,15,659,33,78,41,12,11
10,1108,1082,0.2,0.6,16,660,14,41,46,23,81
10,1108,1082,0.2,0.6,17,739,88,43,24,34,51
10,1108,1082,0.2,0.6,18,882,22,94,23,87,21
10,1108,1082,0.2,0.6,19,821,36,1,68,59,39
10,1108,1082,0.2,0.6,20,730,65,93,50,2,27
10,1108,1082,0.2,1.0,1,730,27,79,22,93,38
10,1108,1082,0.2,1.0,2,1353,92,23,93,22,84
10,1108,1082,0.2,1.0,3,1117,75,66,62,64,62
10,1108,1082,0.2,1.0,4,972,94,5,53,81,10
10,1108,1082,0.2,1.0,5,493,18,15,30,94,11
10,1108,1082,0.2,1.0,6,493,41,51,34,97,93
10,1108,1082,0.2,1.0,7,387,37,2,27,54,57
10,1108,1082,0.2,1.0,8,1262,58,81,30,82,81
10,1108,1082,0.2,1.0,9,975,56,12,54,11,10
10,1108,1082,0.2,1.0,10,1091,20,40,77,91,40
10,1108,1082,0.2,1.0,11,347,2,59,24,23,62
10,1108,1082,0.2,1.0,12,1374,39,32,47,32,49
10,1108,1082,0.2,1.0,13,1225,91,16,39,26,90
10,1108,1082,0.2,1.0,14,554,81,87,66,22,34
10,1108,1082,0.2,1.0,15,521,33,78,41,12,11
10,1108,1082,0.2,1.0,16,523,14,41,46,23,81
10,1108,1082,0.2,1.0,17,654,88,43,24,34,51
10,1108,1082,0.2,1.0,18,892,22,94,23,87,21
10,1108,1082,0.2,1.0,19,792,36,1,68,59,39
10,1108,1082,0.2,1.0,20,640,65,93,50,2,27
10,1108,1082,0.4,0.2,1,622,27,79,22,93,38
10,1108,1082,0.4,0.2,2,747,92,23,93,22,84
10,1108,1082,0.4,0.2,3,699,75,66,62,64,62
10,1108,1082,0.4,0.2,4,671,94,5,53,81,10
10,1108,1082,0.4,0.2,5,575,18,15,30,94,11
10,1108,1082,0.4,0.2,6,575,41,51,34,97,93
10,1108,1082,0.4,0.2,7,554,37,2,27,54,57
10,1108,1082,0.4,0.2,8,728,58,81,30,82,81
10,1108,1082,0.4,0.2,9,671,56,12,54,11,10
10,1108,1082,0.4,0.2,10,694,20,40,77,91,40
10,1108,1082,0.4,0.2,11,545,2,59,24,23,62
10,1108,1082,0.4,0.2,12,751,39,32,47,32,49
10,1108,1082,0.4,0.2,13,721,91,16,39,26,90
10,1108,1082,0.4,0.2,14,587,81,87,66,22,34
10,1108,1082,0.4,0.2,15,580,33,78,41,12,11
10,1108,1082,0.4,0.2,16,581,14,41,46,23,81
10,1108,1082,0.4,0.2,17,607,88,43,24,34,51
10,1108,1082,0.4,0.2,18,655,22,94,23,87,21
10,1108,1082,0.4,0.2,19,634,36,1,68,59,39
10,1108,1082,0.4,0.2,20,604,65,93,50,2,27
10,1108,1082,0.4,0.6,1,568,27,79,22,93,38
10,1108,1082,0.4,0.6,2,942,92,23,93,22,84
10,1108,1082,0.4,0.6,3,800,75,66,62,64,62
10,1108,1082,0.4,0.6,4,713,94,5,53,81,10
10,1108,1082,0.4,0.6,5,426,18,15,30,94,11
10,1108,1082,0.4,0.6,6,426,41,51,34,97,93
10,1108,1082,0.4,0.6,7,362,37,2,27,54,57
10,1108,1082,0.4,0.6,8,887,58,81,30,82,81
10,1108,1082,0.4,0.6,9,715,56,12,54,11,10
10,1108,1082,0.4,0.6,10,784,20,40,77,91,40
10,1108,1082,0.4,0.6,11,338,2,59,24,23,62
10,1108,1082,0.4,0.6,12,954,39,32,47,32,49
10,1108,1082,0.4,0.6,13,865,91,16,39,26,90
10,1108,1082,0.4,0.6,14,462,81,87,66,22,34
10,1108,1082,0.4,0.6,15,443,33,78,41,12,11
10,1108,1082,0.4,0.6,16,444,14,41,46,23,81
10,1108,1082,0.4,0.6,17,522,88,43,24,34,51
10,1108,1082,0.4,0.6,18,665,22,94,23,87,21
10,1108,1082,0.4,0.6,19,605,36,1,68,59,39
10,1108,1082,0.4,0.6,20,514,65,93,50,2,27
10,1108,1082,0.4,1.0,1,513,27,79,22,93,38
10,1108,1082,0.4,1.0,2,1137,92,23,93,22,84
10,1108,1082,0.4,1.0,3,900,75,66,62,64,62
10,1108,1082,0.4,1.0,4,756,94,5,53,81,10
10,1108,1082,0.4,1.0,5,277,18,15,30,94,11
10,1108,1082,0.4,1.0,6,277,41,51,34,97,93
10,1108,1082,0.4,1.0,7,171,37,2,27,54,57
10,1108,1082,0.4,1.0,8,1045,58,81,30,82,81
10,1108,1082,0.4,1.0,9,759,56,12,54,11,10
10,1108,1082,0.4,1.0,10,874,20,40,77,91,40
10,1108,1082,0.4,1.0,11,130,2,59,24,23,62
10,1108,1082,0.4,1.0,12,1158,39,32,47,32,49
10,1108,1082,0.4,1.0,13,1009,91,16,39,26,90
10,1108,1082,0.4,1.0,14,338,81,87,66,22,34
10,1108,1082,0.4,1.0,15,305,33,78,41,12,11
10,1108,1082,0.4,1.0,16,307,14,41,46,23,81
10,1108,1082,0.4,1.0,17,437,88,43,24,34,51
10,1108,1082,0.4,1.0,18,676,22,94,23,87,21
10,1108,1082,0.4,1.0,19,576,36,1,68,59,39
10,1108,1082,0.4,1.0,20,423,65,93,50,2,27
10,1108,1082,0.6,0.2,1,406,27,79,22,93,38
10,1108,1082,0.6,0.2,2,530,92,23,93,22,84
10,1108,1082,0.6,0.2,3,483,75,66,62,64,62
10,1108,1082,0.6,0.2,4,454,94,5,53,81,10
10,1108,1082,0.6,0.2,5,358,18,15,30,94,11
10,1108,1082,0.6,0.2,6,358,41,51,34,97,93
10,1108,1082,0.6,0.2,7,337,37,2,27,54,57
10,1108,1082,0.6,0.2,8,512,58,81,30,82,81
10,1108,1082,0.6,0.2,9,455,56,12,54,11,10
10,1108,1082,0.6,0.2,10,478,20,40,77,91,40
10,1108,1082,0.6,0.2,11,329,2,59,24,23,62
10,1108,1082,0.6,0.2,12,534,39,32,47,32,49
10,1108,1082,0.6,0.2,13,505,91,16,39,26,90
10,1108,1082,0.6,0.2,14,371,81,87,66,22,34
10,1108,1082,0.6,0.2,15,364,33,78,41,12,11
10,1108,1082,0.6,0.2,16,364,14,41,46,23,81
10,1108,1082,0.6,0.2,17,390,88,43,24,34,51
10,1108,1082,0.6,0.2,18,438,22,94,23,87,21
10,1108,1082,0.6,0.2,19,418,36,1,68,59,39
10,1108,1082,0.6,0.2,20,388,65,93,50,2,27
10,1108,1082,0.6,0.6,1,351,27,79,22,93,38
10,1108,1082,0.6,0.6,2,725,92,23,93,22,84
10,1108,1082,0.6,0.6,3,583,75,66,62,64,62
10,1108,1082,0.6,0.6,4,497,94,5,53,81,10
10,1108,1082,0.6,0.6,5,209,18,15,30,94,11
10,1108,1082,0.6,0.6,6,209,41,51,34,97,93
10,1108,1082,0.6,0.6,7,146,37,2,27,54,57
10,1108,1082,0.6,0.6,8,671,58,81,30,82,81
10,1108,1082,0.6,0.6,9,498,56,12,54,11,10
10,1108,1082,0.6,0.6,10,568,20,40,77,91,40
10,1108,1082,0.6,0.6,11,122,2,59,24,23,62
